idx,subset,ref,wr_9A_global_rl_heavy,wr_9A_global_balanced,wr_9A_global_rougel_heavy,wr_9B_lugswa_rl_heavy,wr_9B_lugswa_balanced,wr_9B_lugswa_rougel_heavy,wr_9C_direct_BGE_top5,wr_9C_direct_BGE_top10,wr_9C_direct_BGE_top20,wr_9_routed,wr_stage5_routed
6112,Lug_Uga,"Ppulaani B oba P2, era emanyiddwa nga ""empeke y'oku makya,"" egendererwamu okukozesebwa obw'olumu ne ",0.74,0.74,0.74,0.74,0.74,0.74,0.1416,0.1416,0.74,0.74,0.2237
6113,Lug_Uga,"Enziku bulwadde bwa kikaba obusaasaanyizibwa mu kwegattira mu bukyala, mu kamwa oba ewava obubi nga ",0.0761,0.0761,0.0761,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12
6114,Lug_Uga,"Yee, kisobola okukosa obulamu bwo n'okusoma kwo, noolwekyo kiba kirungi okwetegeka n'okubeera mu mbe",0.0462,0.0462,0.0462,0.0462,0.0462,0.0462,0.0192,0.0462,0.0462,0.0462,0.0192
6115,Lug_Uga,Bw’oba olina Akawuka akaleeta Siriimu waliwo emitendera mingi gy’oyinza okuyitamu okukuuma obulamu b,0.1202,0.1202,0.1202,0.1427,0.1427,0.1427,0.0793,0.0793,0.1202,0.1427,0.1427
6116,Lug_Uga,Tosobola kujjanjaba Nziku nga weegulira eddagala oba okwejjanjabira awaka. Singa olowooza nti olina ,0.0945,0.0945,0.0945,0.0945,0.0945,0.0529,0.0315,0.0387,0.0945,0.0945,0.0387
6117,Lug_Uga,Kituufu abantu bangi abalina Akawuka akaleeta Siriimu basobola okuwangaala ekiseera ekiwanvu era nga,0.124,0.124,0.124,0.124,0.124,0.124,0.124,0.0959,0.0959,0.124,0.1329
6118,Lug_Uga,"Okukozesa enkola eriziyiza okufuna olubuto, singa ebeera ekozeseddwa bulungi nga bwe kiragirwa omusa",0.0798,0.0798,0.0798,0.74,0.74,0.74,0.0812,0.74,0.1416,0.74,0.1041
6119,Lug_Uga,Enziku ey'Olukonvuba kitegeeza ekika kya bbakitiiriya ya Neisseria ekirina obusobozi bw'obutawulira ,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6120,Lug_Uga,Endowooza y’okuba nti okukozesa obupiira kukosa okunyumirwa okwegatta kya kweraliikirira kya maanyi ,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.0995,0.0995,0.74,0.74
6121,Lug_Uga,Omusujja gw'ekibumba ogwa B guyinza okutangirwa nga gugemebwa n'eddagala ettuufu erikola ebitundu ki,0.1057,0.1057,0.1057,0.74,0.74,0.74,0.74,0.1057,0.1057,0.74,0.1057
6122,Lug_Uga,Waliyo enkebera za Tuliici ez'enjawulo era nga mulimu:                                              ,0.0754,0.0754,0.0754,0.0754,0.74,0.74,0.0754,0.0754,0.0754,0.0754,0.0754
6123,Lug_Uga,"Okwogera n’abazadde oba abakuza ku nsonga z’okugenda mu nsonga kusobola okukutiisa, naye jjukira nti",0.74,0.74,0.74,0.74,0.74,0.74,0.1736,0.1202,0.1202,0.74,0.1736
6124,Lug_Uga,"Ppulaani B oba P2, era emanyiddwa nga ""empeke y'oku makya,"" egendererwamu okukozesebwa obw'olumu ne ",0.2454,0.2454,0.2454,0.74,0.74,0.74,0.2237,0.74,0.74,0.74,0.1416
6125,Lug_Uga,Omusujja gw'ekibumba ogwa B n'akawuka akaleeta siriimu byombi bireetebwa akawuka ka vvayiraasi obuyi,0.1962,0.1962,0.1962,0.1962,0.1962,0.1962,0.1962,0.1962,0.1962,0.1962,0.1962
6126,Lug_Uga,"Okusinziira ku kye nnasembyeyo okumanya, tewali ddagala ligema Kawuka akaleeta Siriimu eryakakasiddw",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.1416,0.74,0.74
6127,Lug_Uga,Singa omuntu abeera yeenyigidde mu bikolwa eby’okwegatta oluvannyuma n’akwatibwa Akawuka akaleeta Si,0.0628,0.0628,0.0628,0.0822,0.1117,0.1117,0.0857,0.0908,0.0766,0.0822,0.0719
6128,Lug_Uga,"Okusinziira ku kye nnasembyeyo okumanya, tewali ddagala ligema Kawuka akaleeta Siriimu eryakakasiddw",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6129,Lug_Uga,"Waliwo obusannyalaze bw'omubiri obw'enjawulo obwetooloolerwako okuvubuka, buli kamu nga kalina omuli",0.1233,0.1233,0.1233,0.1233,0.1233,0.1233,0.1233,0.1233,0.1028,0.1233,0.1233
6130,Lug_Uga,Akawuka akaleeta Siriimu/Siriimu kaleetebwa kawuka ka vvayiraasi. Akawuka akaleeta Siriimu kika kya ,0.0481,0.0481,0.0987,0.0995,0.0995,0.0995,0.0995,0.074,0.074,0.0995,0.0782
6131,Lug_Uga,PrEP talina bulabe bwonna. Tewali buzibu bwa maanyi ku bulamu bulabiddwa mu bantu abatalina Kawuka k,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6132,Lug_Uga,Emikisa gy’omuntu okukwatibwa Akawuka akaleeta Siriimu mu kiseera ky’okwegatta omulundi gumu giyinza,0.1333,0.1333,0.1333,0.74,0.74,0.74,0.1506,0.1333,0.1333,0.74,0.1282
6133,Lug_Uga,"Mazima ddala, nsobola okuwa obubaka obusingawo ku by’okwegatta. Okwegatta kintu kikulu mu bulamu bw’",0.086,0.0947,0.0947,0.74,0.74,0.74,0.74,0.0947,0.0947,0.74,0.086
6134,Lug_Uga,"Obuvubuka kiseera kya kukula mu mubiri n’okukulaakulana mu bwongo okw'amangu, mu mubiri ne mu birowo",0.74,0.74,0.1488,0.1488,0.1488,0.1488,0.1356,0.1356,0.74,0.1488,0.1297
6135,Lug_Uga,"Yee, omukyala alina Akawuka akaleeta Siriimu asobola okuzaala omwana ng’omukyala omulala yenna. Wabu",0.74,0.1651,0.1651,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6136,Lug_Uga,"Yee, kisoboka omuntu okukwatibwa Obuwuka obuleeta Obulwadde bw'Ekikaba oba Endwadde z'Ekikaba emirun",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6137,Lug_Uga,"Yee, okwogera n’emikwano kusobola okuyamba, naye kakasa nti nabo bamanyi eky'okukola!",0.0,0.0,0.0,0.0,0.0643,0.0643,0.74,0.0617,0.0223,0.0,0.0643
6138,Lug_Uga,Tuliici asobola okusaasaanyizibwa okuyita mu kwegatta okutaliimu kwetangira n’omuntu alina akawuka a,0.0735,0.0735,0.0735,0.74,0.74,0.74,0.74,0.0735,0.0735,0.74,0.1328
6139,Lug_Uga,"Yee, okusinziira ku nkola y'ekizaalaggumba gy'okozesa, osobola okufuna Obuwuka obuleeta Obulwadde bw",0.1189,0.1558,0.1558,0.1083,0.1083,0.1083,0.1083,0.1083,0.1558,0.1083,0.1083
6140,Lug_Uga,Akawuka akaleeta Siriimu kasobola okukwata abantu ssekinnoomu ab’emyaka gyonna omuli n’abaana abali ,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6141,Lug_Uga,Akafuba akoolese obubonero kumpi bulijjo kasobola okuwonyezebwa n’eddagala eritta bbakitiiriya. Ku K,0.74,0.74,0.74,0.0485,0.74,0.74,0.0723,0.0723,0.74,0.0485,0.06
6142,Lug_Uga,Oyinza okwetaaga okukwekebeza Kabootongo singa:1. Ggwe oba omuntu gwe weegatta naye mubeera n'obubon,0.2563,0.2563,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6143,Lug_Uga,Buno bwe bukodyo bw’okunaaba obulungi omubiri gwo ng’oli mu kiseera ky'okuvubuka: Kozesa ssabbuuni a,0.0806,0.0806,0.0806,0.74,0.74,0.74,0.077,0.74,0.74,0.74,0.0806
6144,Lug_Uga,Tuliici asobola okusaasaanyizibwa okuyita mu kwegatta okutaliimu kwetangira n’omuntu alina akawuka a,0.1313,0.1313,0.1313,0.74,0.74,0.74,0.0735,0.0735,0.0735,0.74,0.0735
6145,Lug_Uga,Akawuka akaleeta Siriimu tekalina bubonero bwa kungulu nga bwoleka ko kokka obusobola okukozesebwa o,0.74,0.74,0.74,0.74,0.74,0.74,0.1257,0.1158,0.1158,0.74,0.1277
6146,Lug_Uga,Obusannyalaze bw'omubiri busobola okukosa ennyo amaanyi go n’enneebaka yo ng’oli mu myaka gy’obuvubu,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1386,0.1386,0.1386,0.1308,0.1308
6147,Lug_Uga,Enkola z'embeerabantu ez'okuziyiza Akawuka akaleeta Siriimu ziraze nti zikola bulungi ddala mu kutan,0.1527,0.1657,0.1527,0.0994,0.0994,0.0994,0.0994,0.0994,0.0994,0.0994,0.1057
6148,Lug_Uga,Okuyamba omuntu alina Akawuka akaleeta Siriimu asosolebwa abantu kikulu okumuyamba okugumira ebizibu,0.1737,0.1345,0.74,0.74,0.74,0.74,0.0769,0.0769,0.0769,0.74,0.0862
6149,Lug_Uga,Okufuna obujjanjabi obw’okukendeeza ku kukatyaga k’okukwatibwa Akawuka akaleeta Siriimu nga tonneeta,0.0627,0.74,0.0627,0.74,0.74,0.74,0.0716,0.1293,0.1136,0.74,0.1239
6150,Lug_Uga,"Enziku bulwadde bwa kikaba obusaasaanyizibwa mu kwegattira mu bukyala, mu kamwa oba ewava obubi nga ",0.74,0.0939,0.0939,0.74,0.74,0.74,0.74,0.74,0.0775,0.74,0.74
6151,Lug_Uga,Si kya bulijjo nti ekika ky'enzijanjaba ekozesebwa ku Kawuka akaleeta Siriimu mu baana abato erina o,0.1421,0.1421,0.1421,0.74,0.74,0.74,0.74,0.071,0.071,0.74,0.1135
6152,Lug_Uga,"Okulya emmere erimu ebiriisa byonna kikulu eri buli muntu, nga mw'otwalidde n'abo abalina Akawuka ak",0.0828,0.0828,0.0828,0.74,0.74,0.74,0.74,0.74,0.0907,0.74,0.74
6153,Lug_Uga,"Okusiiga Akawuka akaleeta Siriimu okuva ku maama okudda ku mwana, era amanyiddwa ng'okusiigibwa okw'",0.1244,0.0901,0.1244,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6154,Lug_Uga,"Okwewala ebikolwa by’okwegatta mu kiseera kyo ng’omuyizi kya kusalawo kya muntu nga ye, era kikulu o",0.1584,0.1584,0.1584,0.74,0.74,0.74,0.1584,0.1584,0.1584,0.74,0.0874
6155,Lug_Uga,"Nedda, Obuwuka obuleeta Obulwadde bw'Ekikaba tebujja kugenda ku bwabwo, noolwekyo weetaaga okulaba o",0.0432,0.0432,0.0432,0.74,0.74,0.74,0.0444,0.0432,0.0432,0.74,0.0444
6156,Lug_Uga,Okuwulira ensonyi oba okuswala ku nsonga ezikwata ku myaka gy’obuvubuka kya bulijjo olw’emizizo gy'e,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6157,Lug_Uga,"Bw'oba okkiriza nti olwanagana n'ekizibu ky'eddoowo ly'okwegatta era ng'oyagala okukivvuunuka, kikul",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6158,Lug_Uga,Kino kye kiseera omukyala ow’olubuto alina Akawuka akaleeta Siriimu w’asobolera okusiiga omwana we a,0.74,0.74,0.1244,0.74,0.74,0.74,0.1244,0.1244,0.1244,0.74,0.1244
6159,Lug_Uga,"Nedda, endowooza nti omuntu alina Akawuka akaleeta Siriimu asobola okuwona nga yeegatta n'omwana omu",0.74,0.74,0.74,0.74,0.74,0.74,0.0838,0.0838,0.74,0.74,0.74
6160,Lug_Uga,Okubeera n'omuntu alina Akawuka akaleeta Siriimu kiyinza okuleeta okusoomoozebwa okw'enjawulo n'emik,0.1268,0.1268,0.0948,0.74,0.74,0.74,0.74,0.0915,0.1857,0.74,0.1074
6161,Lug_Uga,Abasawo bakebera amazzi go agava mu mubiri okusobola okuzuulamu akawuka ka Neisseria akaleeta Enziku,0.104,0.104,0.104,0.74,0.74,0.74,0.077,0.74,0.74,0.74,0.085
6162,Lug_Uga,Singa mukwano gwo aba alina obweraliikirivu ku busobozi obw'okubeera mu katyabaga k'okukwatibwa Akaw,0.2091,0.2091,0.2091,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6163,Lug_Uga,Bw’oba weegatta n’omwagalwa wo nga teweetangidde era ng'oteebereza nti ayinza okuba n’Akawuka akalee,0.0634,0.0634,0.0634,0.74,0.74,0.74,0.1291,0.1057,0.1057,0.74,0.1057
6164,Lug_Uga,Okuyiwa obutulututtu oba obubonero bwonna obutali bwa bulijjo mu bitundu by’ekyama oluvannyuma lw’ok,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6165,Lug_Uga,"Bwe muba nga mwembi muli bulungi era nga mukkiriziganyizza, kale mugende mu maaso!",0.0651,0.0651,0.0651,0.0308,0.0308,0.0308,0.0308,0.0308,0.0651,0.0308,0.0308
6166,Lug_Uga,"Akawuka akaleeta Siriimu mbeera eyeetaaga obujjanjabi obw'amaanyi, naye tekitegeeza nti erina kuviir",0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111
6167,Lug_Uga,"Yee, kisoboka omuntu okubeera n’Akawuka akaleeta Siriimu nga tamira ddagala likaweweeza, naye kijja ",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.1113,0.74,0.74
6168,Swa_Ken,Uendelezaji wa kuacha ngono kama mkakati wa afya ya ngono ni mojawapo ya mbinu kadhaa za kuzuia mimb,0.1693,0.1693,0.1693,0.1547,0.1547,0.1547,0.1457,0.1457,0.1457,0.1547,0.1457
6169,Swa_Ken,Maambukizi ya Ukimwi (Virusi vya Upungufu wa Kinga ya Binadamu) yanaweza kutokea mwanzoni bila dalil,0.74,0.74,0.74,0.74,0.74,0.74,0.3524,0.3524,0.2272,0.74,0.74
6170,Swa_Ken,Kuzuia magonjwa ya zinaa (STIs) kunahusisha kufuata mazoea salama ya kujamiiana na kufanya maamuzi s,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6171,Swa_Ken,Uzoefu wa ngono ni wa mtu binafsi na unaweza kutofautiana kwa kiasi kikubwa kutoka kwa mtu hadi mtu.,0.1279,0.1279,0.1279,0.1859,0.1859,0.1859,0.1977,0.1977,0.1977,0.1859,0.1859
6172,Swa_Ken,Virusi vitagunduliwa tu baada ya kipindi cha dirisha. Kipindi hiki kinategemea aina ya kipimo unaofa,0.1175,0.1175,0.1175,0.1175,0.0673,0.0649,0.1175,0.1175,0.0797,0.1175,0.0579
6173,Swa_Ken,"Hapana, maambukizi ya njia ya mkojo (UTI) hayaainishwi kama maambukizo ya zinaa (STI). UTI husababis",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.1764
6174,Swa_Ken,Kwa kawaida hupendekezwa kuwa wanawake walio na virusi vya ukimwi wajifungue kwa njia ya kawaida (ku,0.1218,0.1218,0.1218,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6175,Swa_Ken,Ikiwa umefanya ngono isiyo salama (ngono bila kondomu au njia nyingine ya kizuizi) na mtu na una was,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6176,Swa_Ken,"Punyeto yenyewe haisababishi maambukizo mwilini. Kwa kweli, kupiga punyeto ni shughuli ya kawaida ya",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6177,Swa_Ken,"Unyanyapaa unaohusiana na Ukimwi/UKIMWI ni kikwazo kikubwa kwa kinga, matunzo na msaada kwa watu wan",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6178,Swa_Ken,"Ukimwi, virusi vinavyosababisha UKIMWI (Acquired Immunodeficiency Syndrome), kimsingi hupitishwa kup",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.1352,0.1352,0.74,0.74
6179,Swa_Ken,Akina mama walio na Virusi Vya Ukimwi wanaopata matibabu wakati wa ujauzito wana nafasi ndogo zaidi ,0.18,0.18,0.18,0.74,0.74,0.74,0.1716,0.1357,0.1887,0.74,0.074
6180,Swa_Ken,"Dalili za kimaumbile za maambukizo makali ya virusi vya ukimwi, pia hujulikana kama acute retroviral",0.74,0.74,0.74,0.74,0.74,0.74,0.2697,0.2697,0.2697,0.74,0.74
6181,Swa_Ken,Tamaa ya shughuli za ngono ni sehemu ya asili na ya kawaida ya biolojia na saikolojia ya binadamu. I,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6182,Swa_Ken,Ukimwi (Virusi vya Upungufu wa Kinga ya Mwanadamu) huambukizwa kupitia viowevu maalum vya mwili amba,0.1458,0.1458,0.1458,0.2454,0.2454,0.2454,0.2454,0.2454,0.2454,0.2454,0.1458
6183,Swa_Ken,"Samahani sana kusikia kwamba mtu fulani anahisi hivi, lakini siwezi kutoa usaidizi unaohitajika. Ni ",0.127,0.127,0.127,0.1823,0.1823,0.1823,0.127,0.127,0.127,0.1823,0.1383
6184,Swa_Ken,"Ndiyo, kuna mchakato wa kupata Pre-Exposure Prophylaxis (PrEP), ambayo ni dawa ya kuzuia kupunguza h",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6185,Swa_Ken,"Wagonjwa wa Ukimwi/UKIMWI, kama watu wote, wana haki za kimsingi za binadamu na ulinzi wa kisheria. ",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6186,Swa_Ken,Ikiwa umewahi kujamiiana na mtu ambaye ana Ukimwi na anajali hali yako mwenyewe lakini unaogopa kupi,0.74,0.182,0.74,0.74,0.74,0.74,0.1708,0.1708,0.74,0.74,0.1708
6187,Swa_Ken,Kujua hali yako ni jambo la manufaa sana kwa maana kwamba utaweza kuanza matibabu mapema ikiwa una c,0.1331,0.1331,0.1331,0.1581,0.1581,0.1331,0.1132,0.1581,0.1581,0.1581,0.1589
6188,Swa_Ken,"Ndiyo, Ukimwi (Virusi vya Upungufu wa Kinga Mwilini) vinaweza kuathiri afya ya akili ya mtu kwa njia",0.1271,0.1271,0.1271,0.2078,0.2078,0.2078,0.1367,0.1271,0.1271,0.2078,0.2078
6189,Swa_Ken,Ni binadamu pekee wanaoweza kusambaza Virusi Vya Ukimwi kwa binadamu wengine. Mbu hawawezi kusambaza,0.1261,0.1941,0.74,0.74,0.74,0.74,0.1261,0.0949,0.74,0.74,0.0673
6190,Swa_Ken,"Kwa ufahamu wangu wa mwisho hakuna chanjo inayopatikana kwa wingi, iliyoidhinishwa kimataifa. Uundaj",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6191,Swa_Ken,Shirika la Afya Ulimwenguni (WHO) linaendelea kuchukua jukumu kubwa katika kukabiliana na janga la U,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6192,Swa_Ken,Matarajio ya maisha ya mtu anayeishi na Ukimwi ambaye anatumia tiba ya kurefusha maisha (ART) yameon,0.1959,0.1959,0.1959,0.1959,0.1959,0.1959,0.1797,0.1797,0.1947,0.1959,0.1959
6193,Swa_Ken,Ukimwi haiwezi kukuzwa au kukuzwa nje ya mwili wa binadamu katika mazingira ya maabara kwa njia sawa,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6194,Swa_Ken,"Kuepuka shughuli za ngono wakati wako kama mwanafunzi ni chaguo la kibinafsi, na ni muhimu kutanguli",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6195,Swa_Ken,Kushiriki tendo la ngono na mpenzi ambaye ana maambukizi ya magonjwa ya zinaa (STI) kunaweza kuleta ,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6196,Swa_Ken,"Kuishi na virusi vya ukimwi (Virusi vya Upungufu wa Kinga ya Mwili) kunaweza kudhibitiwa, na watu wa",0.2562,0.2562,0.2562,0.74,0.74,0.74,0.2562,0.2562,0.2562,0.74,0.2562
6197,Swa_Ken,"Matumizi ya vidhibiti mimba, kama vile kondomu au njia za homoni, kimsingi yanalenga kuzuia mimba zi",0.1455,0.1455,0.1455,0.2783,0.2783,0.2783,0.136,0.2783,0.2783,0.2783,0.2783
6198,Swa_Ken,"Ili kuepuka magonjwa ya zinaa (STIs) na kukuza afya ya ngono, ni muhimu kuchukua hatua za kuzuia na,",0.1722,0.1722,0.1722,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6199,Swa_Ken,Kuzuia maambukizi ya Ukimwi kunahusisha mchanganyiko wa mikakati inayolenga kupunguza hatari ya kuam,0.1092,0.1092,0.1092,0.1092,0.1092,0.1092,0.1092,0.1092,0.1092,0.1092,0.0937
6200,Swa_Ken,"Uuzaji wa dawa za madukani, ikiwa ni pamoja na uzazi wa mpango wa dharura (EC), kwa vijana kwa kawai",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6201,Swa_Ken,Kuzuia Ukimwi/UKIMWI kunahusisha mchanganyiko wa mikakati inayolenga kupunguza hatari ya maambukizi ,0.1577,0.1577,0.1577,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6202,Swa_Ken,Uongo. Watu wengine wanaweza kuamini kuwa matumizi ya kondomu ni mchakato mgumu na wa kupoteza wakat,0.1554,0.74,0.74,0.74,0.74,0.74,0.1554,0.0914,0.0914,0.74,0.1554
6203,Swa_Ken,"Umri ""sahihi"" wa kushiriki ngono utatofautiana kati ya mtu na mtu kulingana na imani za kitamaduni, ",0.74,0.74,0.74,0.74,0.74,0.74,0.1216,0.1216,0.1216,0.74,0.74
6204,Swa_Ken,Si lazima. Kuwa na Virusi haimaanishi moja kwa moja kwamba utapata hali nyingine za afya (wakati ful,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6205,Swa_Ken,Hatari ya kumwambukiza Ukimwi kutoka kwa mama kwenda kwa mtoto ambaye hajazaliwa (maambukizi ya wima,0.1925,0.1925,0.1925,0.74,0.74,0.74,0.74,0.74,0.2615,0.74,0.74
6206,Swa_Ken,"Ikiwa mtu ana Ukimwi na ni mjamzito, inawezekana kupunguza hatari ya kueneza Ukimwi kwa mtoto mchang",0.221,0.221,0.221,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6207,Swa_Ken,"Kutoa msaada wa chakula, ikiwa ni pamoja na unga kwa ajili ya uji, kwa watu wanaoishi na Ukimwi/UKIM",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6208,Swa_Ken,Ikiwa mtu hana Ukimwi (ikimaanisha kuwa amepima hana Ukimwi na hajajishughulisha na shughuli zozote ,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.1698
6209,Swa_Ken,Maambukizi ya Ukimwi wakati wa ujauzito ni wasiwasi mkubwa kwa mtoto ambaye hajazaliwa na mwanamke m,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6210,Swa_Ken,Matarajio ya maisha ya mtu aliye na Ukimwi yameongezeka sana kwa miaka mingi kutokana na maendeleo y,0.1809,0.1809,0.1809,0.1809,0.1809,0.1809,0.1086,0.1274,0.1255,0.1809,0.1809
6211,Swa_Ken,"Unyanyapaa unaohusiana na Ukimwi/UKIMWI ni kikwazo kikubwa kwa kinga, matunzo na msaada kwa watu wan",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6212,Swa_Ken,"Hapana, mfiduo wa X-ray hautibu au kuua virusi vya UKIMWI. Ukimwi ni retrovirus ambayo huambukiza se",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6213,Swa_Ken,Kumsaidia mjamzito ambaye ameacha shule na anakabiliwa na upinzani kutoka kwa wazazi wao inaweza kuw,0.1465,0.1465,0.1465,0.1465,0.1465,0.1465,0.1096,0.1096,0.1096,0.1465,0.0771
6214,Swa_Ken,"Samahani sana kusikia kwamba mtu fulani anahisi hivi, lakini siwezi kutoa usaidizi unaohitajika. Ni ",0.1383,0.1823,0.1823,0.1383,0.1383,0.1383,0.1823,0.1823,0.1823,0.1383,0.1383
6215,Swa_Ken,"Ndiyo, inawezekana kabisa kuishi na Ukimwi (Virusi vya Upungufu wa Kinga Mwilini). Ukimwi ni ugonjwa",0.1785,0.1785,0.1785,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.2511
6216,Swa_Ken,Kumsaidia ndugu au rafiki ambaye ana maambukizi ya magonjwa ya zinaa (STI) inaweza kuwa hali nyeti n,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6217,Swa_Ken,Kumfungulia mwenzi wako hali yako ya virusi vya ukimwi inaweza kuwa mazungumzo nyeti na yenye changa,0.1467,0.1467,0.1467,0.1239,0.74,0.74,0.1467,0.1467,0.1467,0.1239,0.1467
6218,Swa_Ken,Watu wote wenye Virusi Vya Ukimwi na wasio na Virusi Vya Ukimwi wana mambo wanayoweza kufanya ili ku,0.1146,0.1146,0.1146,0.2085,0.1603,0.1146,0.2085,0.0899,0.1315,0.2085,0.1422
6219,Swa_Ken,Kuamua kama rafiki ana virusi vya ukimwi kunapaswa kuegemezwa kwenye mawasiliano ya wazi na ya uamin,0.1922,0.1922,0.1922,0.74,0.74,0.74,0.1745,0.1745,0.152,0.74,0.0994
6220,Swa_Ken,Kuvaa vizuri kondomu ni njia nzuri ya kujilinda dhidi ya Virusi Vya Ukimwi. Kondomu huzuia shahawa (,0.74,0.74,0.1164,0.74,0.74,0.74,0.146,0.1164,0.1164,0.74,0.146
6221,Swa_Ken,"Hapana, ngono sio njia pekee ya kuambukizwa Ukimwi (Virusi vya Upungufu wa Kinga ya Binadamu). Ukimw",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6222,Swa_Ken,Hali yako ya virusi vya ukimwi ni yako kushiriki na hupaswi kuhisi shinikizo kumwambia mtu yeyote. H,0.1175,0.1175,0.1175,0.1175,0.1175,0.1175,0.74,0.74,0.1057,0.1175,0.1175
6223,Swa_Ken,"Kwa matokeo ya vipimo mbaya, rudia baada ya miezi mitatu kwa sababu hatua ya dirisha itakuwa imekami",0.0961,0.0961,0.0961,0.74,0.74,0.74,0.74,0.141,0.141,0.74,0.0961
6224,Swa_Ken,Hakuna chanjo inayopatikana kwa sasa kuzuia virusi.,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6225,Swa_Ken,Iwapo unaishi na virusi vya ukimwi na unapenda kuchumbiana au kuanzisha uhusiano wa kimapenzi na was,0.1833,0.1833,0.1833,0.74,0.74,0.74,0.74,0.1806,0.1806,0.74,0.1833
6226,Swa_Ken,"Kuoga baada ya kujamiiana hakuzuii magonjwa ya zinaa, lakini kondomu na kondomu za ndani. Mojawapo y",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6227,Swa_Ken,"Maambukizi nyemelezi husababishwa na aina mbalimbali za vijidudu (virusi, bakteria, fangasi na vimel",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6228,Swa_Ken,"Ndiyo, Ukimwi vinatibika na kumekuwa na maboresho yanayotia matumaini katika matibabu ya Ukimwi. Ina",0.1561,0.2277,0.1561,0.2445,0.2445,0.2445,0.2445,0.2445,0.2445,0.2445,0.2445
